008_George_Bond,"Amante de los autos y la tecnología"
analuisamoran,"Enamorada y promotora de Ixtapa-Zihuatanejo. Nací en DF, soy de Zihuatanejo y tengo la mitad del corazón en Guadalajara y la otra mitad en mi hogar Monterrey."
Analvarez11,"la distancia de la amistad , no es cuanto nos separemos , es si no volvemos."
AnalyNuno,"Reportera, amante del chocolate y las gerberas"
anamamontoya18,"MENTE ABIERTA. ASQUEADA POLITICOS CORRUPTOS. LADRONES CUELLO BLANCO Y EXCESOS PODER. NO TRAGO ENTERO. QUIERO MEJOR PAIS ."
AnaMaRami,"Las tetas son reales, la sonrisa es falsa! Mas cachetes que ser humano. Dañando todo lo que toco desde 1986. No se dan segundas oportunidades."
AnaMaraOcampo1,"Los buenos amigos son como las estrellas, no siempre se ven, pero siempre estan allí."
anamarqr,"Comunicadora Social - Periodista"
anamendoza2012,"Socia independiente de una excelente empresa con productos No.1 en ventas y dispuesta y comprometida en ayudarle a cumplir sus sueños y metas. VEN ÚNETE !!"
anamiriamrivera,"Dios conmigo y yo con Él"
AnaMontano,"De pasiones fuertes y convicciones sólidas | Feminista | Progresista | Mitotera | Lunera | Admon + RRII (ITAM) | Secretaria de Comunicación del @PRDMexico"
Ananamarian,"No me siga que no tengo ni idea para donde voy."
anaobele,""
AnaOrdonana,"conductora de noticias"
anaospina17,""
AnaPachecoV,"Medica Auditora, directora médica TAHUS"
AnaPalaciosC,""
AnaPaloma__,"Buddhist and singer. ¡Bienvenidas sean buenas vibras!    ig:olapadirf"
AnaPatinho,"Periodista. e-ngagement en E-SÍ. Comunicadora. Amante de los deportes, los filmes y la vida."
anapaulablanco,"Vivo y respiro geek. Pero con una mirada analítica y humanista que me permite digerir y compartir un mundo que supo ser de pocos y hoy es el lugar de todos."
anapaulinam,""
AnaPradoo23,"La amistad es como un cristal... una vez que se raja no vuelve a ser igual..."
Anaramvaz,"Cada noche me invento, todavia me enborracho, tan joven y tan viejo like a rolling stone"
AnaRent,"AMANTE DEL PERIODISMO, PRODUCTORA, CREATIVA, MELÓMANA Y CRITICONA SOCIAL. contactoanarent@gmail.comInstagram: anarent FB: http://t.co/56UQCv5082"
anarocioariza,""
anarodhu,""
AnaRoMusic,"Cantante colombiana/ colombian singer Instagram: @anaromusic Facebook/AnaRoMusic Snapchat: anaromusic info:ana.ro.music@gmail.com #Musica #gymlover"
AnaRubs,"I wanna dance by water 'neath the Mexican sky⛅️ Drink some Margaritas by a string of blue lights Listen to the Mariachi play at midnight"
anasofiaacostam,""
AnaSofiCanudas,"no_description"
anatema01,""
anathaismatos,"Jornalista | Repórter da Rádio Globo | Responsável pelo o que digo e não pelo o que você entende."
anav17,"Come and take a walk on the wild side. Próx Consultora en Imagen."
AnaValenciia,"Me hago coger fastidio. Estudiante de derecho, Universidad del Rosario."
anavillaseorram,"Mi Signo *Acuario* :)"
anaya10,""
Anaya1962Jos,"Colombia"
anayarebeca,"28 marzo. Aries. Felizmente casada. Mercadóloga. Me divierto y aprovecho cada momento de mi vida!!!! #TebaShoes"
anayennyr,""
ancegade,""
ancerb,"VIII-XI-MMXIII ~ SG!"
ancianete,""
AnconeraSamaria,"no_description"
and_df,""
andalej15,""
andd_dd,"Selenófilo. Don't correct a fool, or he will hate you. Correct a wise man and he will appreciate you. Amo tanto México que vine a cambiarlo todo."
anddiaga,"Mujer, alcanzando la felicidad y comprometida con mis ideas"
Andenparapeaton,"Por el cambio de costumbres y actitudes que garantice el espacio público para todos y la movilidad humana sostenible de forma segura, eficiente, cómoda y"
andepi04,""
AnderFabiis,"[RM 9;16]"
Andfel87,""
AndGrandeth,"Soy tan aburrido que ni amigos imaginarios me quedan."
andguzr,"Amante de la tecnología en todas sus expresiones, el fútbol y la buena música."
AndieeEstelar,""
Andietsuki,"Si el querer construir paz es ser mamerto. Pues mamerta soy! El perdón no se condiciona, se da desde el corazón y con honestidad."
andifranperez,"| Ecologista ♻ | RocanLover ⚡️ |@armandoaraiza | HarryPotter | @Cruz_Azul_FC | Amante de los postres☕ #TeamFollowBack"
andii0890,""
AndiieSilva,"México Tapatía, Crossfiter"
ando_chismeando,""
AndoniGuerreroF,"I can make it legal!!!"
AndradeOswa,"Arrogante, crudo, realista, ¿qué más quieres?"
andre_pere11,"Libre y feliz."
Andrea_ArHBK,"||LAILA MONTERO ||Kenny Lovato||Echosmith || SKINNY JEANS  || #MARINEROS ||#VIKINGOS||1D || LF|| HBK||#KennyvuelveaHB"
andrea_beltrand,"Lic.en Administración de empresas y finanzas | Business administration | divorced | #followback"
andrea_flm,"Stop stressing. Let go and move on. 20. Recorriendo la vida de pies a cabeza. La Paz - Guadalajara - Madrid"
andrea_k18,""
andrea_loz97,"no_description"
ANDREA_RIERA_G,"And the coloured girls say doo doo doo, doo ..."
Andrea_Robles01,"Estudiante de Ciencias de la Comunicación, apasionada de la arquitectura, historia y la vida ;) :D"
andrea_rva,""
andreaahz,"Estudiante de Ing. Industrial. Pata salada entre tapatíos."
AndreaAlfonsoR,"Internacionalista. Tercer Secretario de Relaciones Exteriores. Estudiante Escuela Nacional de Administración ENA Francia. promoción George Orwell"
AndreaAmAr,"In your wildest dreams"
AndreaCA12,""
andreacastro192,"Soy una mujer con corazón."
andreaescobar05,"Valiente | Comunicadora Social | Especialista en Mercadeo | Cambio el mundo y me divierto mientras lo hago."
andreafgzz,"Smile no matter what. IIA❤️"
andreagaviriaga,"Colombiana orgullosa de mi país, con sueños y metas cómo todo ser humano, soy un destello de luz y alegría, cantar es mi expresión. ..sincera!"
AndreaGurrz,"Las personas son como la luna: siempre tienen un lado oscuro que no enseñan a nadie"
andreajacquie,""
andrealaramirez,""
AndreaLegarreta,"Conductora de TV (host) @programa_hoy Televisa. Esposa de @ErikRubin y mamá de dos pollitas #1DiaALaVez Facebook: http://t.co/Z8uqawJ7cM"
AndreaLondon50,"Emprendedora y Novata en TWITTER"
andrealopezobra,""
andreaort23,""
andreapadruno,"There is no barrier, lock or bolt that you can impose on the freedom of my mind  V.W."
andreapena93,""
AndreaRocanlovr,"I'm a traveler of both time and space."
Andrearxo_,"Sé tú mismo"
AndreaSabogalb,"no_description"
andreasarmg31,""
AndreaSSegovia,"Where's the fun in doing what you're told?"
AndreaVVTW,"• She will be loved •"
AndreaZainos,"i love unmade beds."
andrebernalh,"Industrial designer / EnanaPerez Owner @enanaperezz"
AndreCSP05,"Comunicadora social - Periodista. Enamorada de la vida y mi profesión. Siempre de la mano de Dios."
AndreDelBosque,"Random Tweets | Ojos color sol | Estoy en la B"
andreeafuurlong,""
Andrees_Diaz,"Instagram: andreesdiaz1"
AndreFco_Casas,"México | Tech | RockNRoll | Food | Funny | Earth | Pro LGBT | ManUtd | NYY | Dallas Cowboys | Club Santos Laguna | Vaqueros Laguna | ReTweet Guy |"
andreinapaola30,"no_description"
andreinegus,"Estudiante, caminante, lector."
andreipalma,""
ANDREJEZ,""
AndreLince,""
andreluisslva,"dedé"
andremarinpuig,"Periodista. Conductor de @UPalabraMX | @FSRadioMX | @FOXSportsMX | @ClaroSports | Columnista @Adrenalina_Exc  Contacto: ventas@agencialibredigital.com"
AndreMColorado,"Antes tenía una biografía que me gustaba, pero la cambié y ya no me acuerdo de lo que decía."
andremov,"'Ni que fuera Tweeri Movilla.' - Juniors 2014, Copyright 2013"
andrerestrepo,"Periodista"
andreroap,""
Andres33415,""
Andres_2005M,"Colombiano, comerciante y Político Independiente."
Andres_Boix,"Professor de Dret administratiu - Universitat de València"
Andres_Digital,"Comunicador Social - Periodista | Familia | #MarketingDigital - #SocialMedia | #Barça"
andres_gomez9,"Me gusta hacer cosas imposibles. ¿Soy portero porque estoy loco, o estoy loco porque soy portero? All'alba Vinceró."
Andres_ibukole,"Eres el reflejo de lo que lees y escribes, los libros son mis mejores amigos. Mexicano con un toque Cubano, amo a mis hijos y a mi esposa @AmaAndyGael"
andres_jules,""
andres_leonc,""
andres_olv,""
Andres_PeGa,"Arquitectura Ibero Instagram: andrespgdo"
Andres_Post,"Editor de Vídeo, Camarógrafo y Producción de Televisión. Paseante en Bici, en la vía recreativa y el Bosque La Primavera."
andres_serrano,"Acceso a información, transparencia, rendición de cuentas, periodismo y más en:http://t.co/BIisN61nhttp://t.co/aGU8YpjV"
andres_va18,""
andresacosta20,"Publicista, geek, runner, gamer y bloguero | El fútbol, los videojuegos y el rock son mi vida | Editor en @CarmackShooter y @ContragolpeD | Millonarios FC"
andresalba,""
andresalfonsito,""
andresalonsos,""
AndresASil,"Estudiante de Derecho en la @IBERO_mx, escritor ocasional en el @ImparcialOaxaca y @diarioelpopular. Me interesa la política, amo Oaxaca, me apasiona México."
andresbarretog,"Jurista/Internacionalista/demócrata/docente/asesor/ciudadano/entusiastaTOMEMOS ACCIÓN CONSTRUYAMOS PAÍS*OPINIONES LIBRES Y PERSONALES*"
andresbarriosl3,""
andresbelmont,"|"
AndresBorraezA,"Economista, Mestre em Estudos Urbanos-Regionais da Universidade Nacional da Colômbia. Medellin-ErrejotaPortugués-Español- Portugués"
andresbran,"Comprometido en un proyecto de vida al lado de una gran mujer. Ateo, comunista, los tangos son mi musica preferida. Taurino desde niño e hincha de nacional."
andresburgosb,"Escritor advenedizo."
AndresC92,""
andrescaj,""
andrescaroball,""
AndresCastillo5,"Economista con tintes heterodoxos, estudiando historia, trabajando en el lado obscuro de la economía y la política fiscal, o sea hacendario  #orgullosamenteUNAM"
AndresCastro1,"Politólogo, periodista. Astigmatismo e hipermetropía, mis fieles compañeros. Aspirino (https://t.co/nyTpl66ZsB)"
AndresCepeda1,""
andrescoco,"If I were a dinosaur I'd be a bitch-a-whoreous Rex"
andresd66,"“Levántate y piensa” es lo más revolucionario que he oído en mi vida: la rebeldía comienza aquí en tu mente..."
andresderp,""
andresduke,"Comunicador, creativo, publicista, libretista y guionista, creador de contenido (Cuenta personal, mi twitter no refleja la posición de donde trabajo) #BrandMen"
AndrESeledil,"Abogado Penalista, especialista en Justicia Militar, Tributarista, asesor jurìdico de la UNAD, bombero voluntario, docente, polìtico y bajista."
AndresEstevezMx,"Información y Noticias de Querétaro"
andresestsoto,"Ingenieros de Petróleo, trabajando en la mejor empresa ECOPETROL"
ANDRESFAJARDOS,"santafereño Y Marino honorario... amante y defensor de los animales pta: solo escribo maricadas"
AndresFdeC,"Swiggity swooty"
andresfelipebh,"Cachaco Orgulloso. Bogotá es lo mejor...lo malo es la plaga de paísas y costeños Estudiante de Medicina."
Andresferri,"Agent of Change / Summit Americas & #Y20- #G20 Youth Summit / #Post2015 /CAJU-YEC/#COP21/ #Youth2030 @jovenamericas @jovenesambiente and enjoyer of   life !!!"
AndresFerZapata,""
andresfforero1,"La VERDAD el mayor problema de la RAZÓN es la VERDAD"
andresfhv82,""
andresfrengifo,"Creativo/Director de T.V. pública y privada. Periodista/presentador. Aquí hablo yo, no el medio donde trabajo."
andresftorres19,"Contratista, Melomano"
ANDRESG51146589,""
andresgamboam,""
AndresGiraldoG,""
andresgodoy,"Periodista & fotógrafo. Ama la aviación - WP & Digital Marketing Lover. And... just ask! - Editor Digital de @Las2Orillas"
andresgoh17,""
andresgomezh,"Admirador de los buenos mexicanos. Consultor, Internet, gadgets, tecnología y política. Pinterest: andresgomez"
AndresGomezHr,"Cuando la tristeza nos invade nos sentimos mal, imagínate el no poderte amar."
andresgzu,"Optimista, Soñador, COLOMBIANO : Entusiasta de la tecnología, la calidad de vida y encontrar soluciones: #PensemosDiferente"
andreshag,"Un autentico buen tipo... Instagram. ANDREWHAG"
andreshd1982,"Diseñador Grafico / Visual Merchandising"
andresigarzon,"Los hombres son criaturas muy raras: la mitad censura lo que practica; la otra mitad practica lo que censura; el resto siempre dice y hace lo que debe.B.Frankl"
andreslajous,"Estudiante. Sociología. Princeton."
AndresLiceaga,"¡Orgullosamente Cabeño! Presidente de la asoc. #MéxicoNuevoLosCabos. Estudiante de Administración Pública en la @Anahuac y asesor del Senador @RicardoBarrosoA."
andreslondonob,"Economista de la Universidad de los Andes y estudiante de maestria en Políticas Públicas en Hertie School, Columnista, manizaleño. Opiniones personales"
andreslondonon,"Schrodinger’s cat walks into a bar. And doesn’t."
andreslopez9504,"Todo gira alrededor del dinero.... sigue y sigo wellcome my work"
andresma23,"Aprende inglés y francés...clases a domicilio....precios economicos 3105796307 bogotá"
andresmaster_99,""
ANDRESMAYORGA,"Cuando soñamos entramos a un mundo completamente NUESTRO"
AndresMejiaV,"Política, mercados, crisis. Martes y jueves en @bluradioco #FinancialCrisisJunkie. Tweeting in English here: @MejiaVergnaud"
andresorjuelaa,"Economista - Pontificia Universidad Javeriana"
AndresOropeza_2,"Rock & Roll"
AndresOrtegaAr,""
AndreSouland24,""
andresozpina23,"#Snapchat : andy-chef        Estudiente de cocina #VerdeOliva ..Cheff´sito"
andrespachon85,"Abogado - Investigador, Coordinador del Área de Investigación Jurídica de @Cedetrabajo"
AndresPaezMusik,"La música no sólo alivia mis malos momentos...también reconforta los mejores."
andresparada_a,""
AndresParra_7,"Soy #GabrielMarquez en #LaEsclavaBlanca #HistoriasPrestadas iTunes https://t.co/BBXfEO27a6 CONTRATACIONES: (+57) 312 4785612 info@andresparra.net"
andrespeme,""
andrespipes,"estudiar y trabajar como negro pa algun dia poder vivir...."
andresPR1,"Historiador por ahora"
AndresRamosInc,"Bogotá, Col l Uplifting Trance l #TheOtherShore"
AndresRendonA89,"Platicando de información, comentarios y uno que otro enojo. fb: andresrendonarellanomexico ig: andresrendona89 tw, el otro, 2andresrendona"
andresrepetto,"Periodista, Analista Internacional. Los espero en http://t.co/IuDBSE4b"
AndresRepper,"Lawyer, musician, interested in politics, travel, and camping"
andresroarueda,"Especialista en mercadeo estratégico, comunicaciones  y periodismo aunque abogado de profesión. Amante del fútbol y de Millonarios."
andresrojasmil1,""
andresruvhndz,"no_description"
andressano90,"Estudiante Ingenieria Catastral y Geodesia, Topografo Profesional #RemoteSensing"
AndresSantoscoy,"Productor de BLITZ 121 de sky  121 Cablevision  por  TeleFórmula        Todos tenemos  un sueño ¿Qué hacemos al respecto?"
andresschondube,""
andressforex,"Estudiante de Economía en la UV"
andressolbes100,"Haters gonna hate, potatoes gonna potate -Gandhi"
andresssm91,"tapatio,me gusta la naturaleza y  deportes extremos"
andressumano,"Doctor en Gobierno. Temas: seguridad, inteligencia, gobierno, politica y futbol. Ex Cisen, SSP y CNS. lagunero."
andresthebest89,"Publicista Tadeo,Business Marketing U  Palermo #DigitalMedia#BrandedContent Bodytech,guitarrista  pianista, amante del buen fútbol,mono rockero,Dios y C.I.S.F."
Andrestra96,"México"
andresuperpower,""
AndresVergaraB,"Politólogo y abogado. Ciclista urbano y rural. Deportista desde siempre y para siempre. Que viva el debate y la controversia. #CambiandoElChip"
ANDRESWOLF,"Fotógrafo - Fundación Barrio Colombia •••• Director de Arte"
AndresXszX,"no_description"
andreszdeo,""
andreszorror,"Ginecólogo y ObstetraUniversidad Nacional de ColombiaMagíster en Reproducción HumanaUniversidad Complutense de Madrid"
andrety2011,""
Andrew_hdea,"Arquitecto, músico en ratos libres, futbolista los martes."
Andreweizer,"Economista, Ladron de conocimientos"
andrewman13,"He allowed himself to be swayed by his conviction that human beings are not born once and for all on the day their mothers give birth to them."
andrewpuentes,""
andrewsmls,"¡Nada mejor q conocer lugares históricos o con paraíso natural, aún faltan n por conocer pero el plan continua! Financiero por profesión y aventurado x deseo!"
AndrewV1987,"Como amo a Bogotá y Millonarios. A un toque de ser Marketinero. Paciencia."
andrex90,""
andrezz0,"LCI. | Rojiblanco. | Live today, love tomorrow, unite forever."
AndriaNOB,"soy pollero, cruzo la frontera de la friendzone"
Andriiux,"Social Media Manager en @centralzonemx | @HootsuiteLatAm Ambassador | Despistada, alegre, y loca por los pugs ❤ Mamá de @LulaThePug #PugLover ღ"
AndroidCentrall,"Tu sitio No 1 para Smartphones Android Noticias en Español, Lanzamientos y Reviews. Obten nuestra app en http://t.co/cZi2b3sfV2."
AndroidJack,"#FrontEnd y #Dev en evolución #Android #Web ; Tecnolovida, twitteo menos serio en @untaljack_"
AndroidSpanish,"no_description"
andross65,""
AndrsIzaguirre2,"Amigas toda la vida, amigas hasta la muerte y como la muerte es vida, amigas eternamente."
AndrsJimnez13,"la amistad es como una flor que hay que saberla cultivar."
AndrsLiberman,"He cerrado la cuenta 5 veces y antes del mes me arrepiento y vuelvo a cometer el error de estar en Twitter."
